sl,Station Number,Year Month Day Hours Minutes in YYYY,MM,DD,HH24,MI format in Local standard time,Mean global irradiance (over 1 minute) in W/sq m,Minimum 1 second global irradiance (over 1 minute) in W/sq m,Maximum 1 second global irradiance (over 1 minute) in W/sq m,Standard deviation of global irradiance (over 1 minute) in W/sq m,Uncertainty in mean global irradiance (over 1 minute) in W/sq m,Mean direct irradiance (over 1 minute) in W/sq m,Minimum 1 second direct irradiance (over 1 minute) in W/sq m,Maximum 1 second direct irradiance (over 1 minute) in W/sq m,Standard deviation of direct irradiance (over 1 minute) in W/sq m,Uncertainty in mean direct irradiance (over 1 minute) in W/sq m,Mean diffuse irradiance (over 1 minute) in W/sq m,Minimum 1 second diffuse irradiance (over 1 minute) in W/sq m,Maximum 1 second diffuse irradiance (over 1 minute) in W/sq m,Standard deviation of diffuse irradiance (over 1 minute) in W/sq m,Uncertainty in mean diffuse irradiance (over 1 minute) in W/sq m,Mean terrestrial irradiance (over 1 minute) in W/sq m,Minimum 1 second terrestrial irradiance (over 1 minute) in W/sq m,Maximum 1 second terrestrial irradiance (over 1 minute) in W/sq m,Standard deviation of terrestrial irradiance (over 1 minute) in W/sq m,Uncertainty in mean terrestrial irradiance (over 1 minute) in W/sq m,Mean direct horizontal irradiance (over 1 minute) in W/sq m,Minimum 1 second direct horizontal irradiance (over 1 minute) in W/sq m,Maximum 1 second direct horizontal irradiance (over 1 minute) in W/sq m,Standard deviation of direct horizontal irradiance (over 1 minute) in W/sq m,Uncertainty in mean direct horizontal irradiance (over 1 minute) in W/sq m,Sunshine-seconds-96 (duration of DNI exceeding 96 W/sq m over 1 minute) in seconds,Sunshine-seconds-120 (duration of DNI exceeding 120 W/sq m over 1 minute) in seconds,Sunshine-seconds-144 (duration of DNI exceeding 144 W/sq m over 1 minute) in seconds,Zenith distance in degrees
sl, 23034,2019,10,01,01,29,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.73, 289.63, 289.83,   0.04,   4.88,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,30,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.55, 289.38, 289.76,   0.12,   4.88,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,31,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.62, 289.46, 289.71,   0.06,   4.88,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,32,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.39, 289.26, 289.63,   0.09,   4.88,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,33,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.55, 289.38, 289.72,   0.08,   4.87,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,34,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.47, 289.35, 289.65,   0.07,   4.87,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,35,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.80, 289.65, 289.97,   0.09,   4.86,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,36,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.57, 289.44, 289.73,   0.09,   4.87,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,37,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.39, 289.23, 289.57,   0.09,   4.88,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,38,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.54, 289.41, 289.68,   0.07,   4.87,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,39,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.59, 289.53, 289.68,   0.03,   4.87,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,40,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.29, 289.13, 289.56,   0.10,   4.88,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,41,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.26, 289.16, 289.41,   0.06,   4.89,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,42,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.47, 289.23, 289.70,   0.12,   4.89,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,43,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.44, 289.31, 289.61,   0.08,   4.91,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,44,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.34, 289.17, 289.52,   0.10,   4.94,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,45,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.59, 289.42, 289.70,   0.06,   4.95,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,46,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.52, 289.29, 289.66,   0.10,   4.97,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,47,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.77, 289.57, 289.98,   0.11,   4.98,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,48,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.69, 289.50, 289.87,   0.12,   5.01,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,49,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.90, 289.80, 290.00,   0.04,   5.02,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,50,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.95, 289.79, 290.09,   0.07,   5.04,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,51,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.16, 289.82, 290.41,   0.16,   5.05,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,52,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.17, 289.78, 290.40,   0.15,   5.07,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,53,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.16, 289.72, 290.43,   0.23,   5.09,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,54,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.08, 289.68, 290.31,   0.18,   5.11,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,55,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.49, 290.23, 290.76,   0.11,   5.10,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,56,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.41, 290.15, 290.76,   0.14,   5.11,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,57,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.45, 290.26, 290.73,   0.13,   5.12,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,58,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.42, 290.26, 290.64,   0.10,   5.13,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,01,59,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.40, 290.20, 290.71,   0.15,   5.15,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,00,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.40, 289.89, 290.71,   0.27,   5.17,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,01,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.04, 289.85, 290.25,   0.10,   5.22,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,02,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.12, 289.88, 290.37,   0.11,   5.23,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,03,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.10, 289.95, 290.31,   0.09,   5.25,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,04,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.13, 289.90, 290.40,   0.15,   5.25,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,05,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.24, 289.91, 290.60,   0.19,   5.27,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,06,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.07, 289.90, 290.24,   0.08,   5.30,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,07,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.85, 289.56, 290.19,   0.20,   5.34,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,08,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.26, 289.76, 290.55,   0.20,   5.33,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,09,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.07, 289.85, 290.39,   0.15,   5.36,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,10,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.27, 289.94, 290.70,   0.18,   5.37,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,11,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.40, 290.19, 290.84,   0.17,   5.37,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,12,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.38, 290.08, 290.74,   0.18,   5.39,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,13,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.32, 290.10, 290.60,   0.15,   5.40,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,14,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.13, 289.85, 290.60,   0.18,   5.42,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,15,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.41, 290.28, 290.57,   0.06,   5.41,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,16,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.26, 290.10, 290.44,   0.08,   5.42,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,17,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.39, 290.08, 290.77,   0.22,   5.42,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,18,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.16, 289.96, 290.29,   0.07,   5.43,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,19,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.07, 289.87, 290.30,   0.14,   5.44,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,20,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.35, 290.25, 290.44,   0.04,   5.43,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,21,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.91, 289.68, 290.42,   0.21,   5.46,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,22,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.95, 289.61, 290.48,   0.22,   5.46,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,23,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.34, 290.18, 290.49,   0.09,   5.43,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,24,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.32, 290.04, 290.58,   0.17,   5.43,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,25,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.10, 289.82, 290.52,   0.19,   5.44,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,26,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.04, 289.77, 290.45,   0.21,   5.44,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,27,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.81, 289.74, 289.94,   0.05,   5.45,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,28,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.09, 289.94, 290.32,   0.11,   5.43,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,29,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.98, 289.80, 290.21,   0.11,   5.42,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,30,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.08, 289.92, 290.32,   0.10,   5.41,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,31,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.16, 290.07, 290.28,   0.06,   5.40,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,32,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.05, 289.87, 290.18,   0.08,   5.40,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,33,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.25, 290.07, 290.43,   0.10,   5.39,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,34,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 290.10, 289.91, 290.33,   0.09,   5.39,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,35,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.79, 289.58, 290.04,   0.11,   5.40,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,36,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.85, 289.71, 290.06,   0.10,   5.39,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,37,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.95, 289.76, 290.10,   0.09,   5.37,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,38,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.93, 289.71, 290.13,   0.13,   5.37,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,39,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.68, 289.46, 289.87,   0.09,   5.37,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,40,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.65, 289.54, 289.87,   0.09,   5.36,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,41,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.52, 289.42, 289.73,   0.07,   5.36,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,42,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.68, 289.54, 289.92,   0.09,   5.34,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,43,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.89, 289.79, 290.04,   0.07,   5.32,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,44,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.75, 289.59, 289.93,   0.10,   5.32,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,45,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.64, 289.40, 289.97,   0.16,   5.32,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,46,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.68, 289.51, 289.89,   0.11,   5.32,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,47,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.63, 289.51, 289.80,   0.08,   5.33,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,48,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.54, 289.28, 289.82,   0.18,   5.33,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,49,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.92, 289.80, 290.00,   0.05,   5.31,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,02,50,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 289.72, 289.48, 290.17,   0.18,   5.32,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
